medicamento_alvo,medicamento_outro,contexto,classe,fonte,origem,confianca
cloridrato de hidroxizina,claritromicina,"Exemplos de drogas associadas ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas essas): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida); - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, citalopram, venlafaxina, antidepressivos tricíclicos e tetracíclicos, por exemplo, amtriptilina, imipramina, maprotilina); dicloridrato_hidroxizina_sol_oral_VPS_V02 - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimus); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - Pentamidina; - Antimaláricos (quinina, cloroquina); - Antifúngicos azólicos (cetoconazol, fluconazol, voriconazol); - Domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetrona); - Trióxido de arsênio; - Inibidores da tirosinoquinase (vandetanibe, sunitinibe, nilotinibe); - Vorinostat (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta-2 (salmeterol, formoterol).",2,fonte1,manual,1.0
budesonida,claritromicina,"INTERAÇÕES MEDICAMENTOSAS O uso concomitante de budesonida intranasal e inibidores d o citocromo P450, especialmente da isoenzima CYP3A4 (i.e. , produtos que contenham cobicistate , cetoconazol , ritonavir, atazanavir , claritromicina , indinavir , eritromicina, nefazodona, nelfinavir, saquinavir, telitromicina, itraconazol) causa o aumento da concentração de budesonida no plasma, levando à um risco aumento de eventos adversos sistêmicos, como Síndrome de Cushing e supressão adrenal.",2,fonte1,manual,1.0
nevrix im,isoniazida,"Produtos contendo salicilatos, cloranfenicol, colchicina, isoniazida, aminoglicosídios, sulfametoxazol, metotrexato, eritromicina, anticonvulsionantes e suplementos de potássio, podem diminuir a absorção da vitamina B12.",1,fonte1,manual,1.0
cloridrato de moxifloxacino,morfina,"INTERAÇÕES MEDICAMENTOSAS Para as seguintes substâncias foi comprovada a ausência de interação clinicamente relevante com cloridrato de moxifloxacino : atenolol, ranitidina, suplementos de cálcio, teofilina, ciclosporina, contraceptivos orais, glibenclami da, itraconazol, digoxina, morfina, probenecida.",0,fonte1,manual,1.0
oroxadin,fibratos,"Associação contraindicada Como com outros fibratos, o risco de rabdomiólise (destruição das células musculares) e mioglobinúria (perda de mioglobina, uma proteína típica dos tecidos musculares) pode ser aumentado se o ciprofibrato for utilizado em associação com outros medicamentos semelhantes.",2,fonte2,automatica,0.8
cloridrato de donepezila,varfarina,"O cloridrato de donepezila e seu s metabólitos não inibem o meta bolismo da teofilina, varfarina, cimetidina, digoxina, tioridaz ina, risperidona e sertralina em humanos.",0,fonte1,manual,1.0
aas protect,metotrexato,É contraindicado o uso concomitante com metotrexato em doses de 15mg/semana ou mais e combinações com metotrexato em doses inferiores a 15mg/semana requerem precauções para o uso;,2,fonte2,automatica,0.9
pantoprazol sodico sesqui-hidratado,nifedipino,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoína e um contraceptivo oral contendo levonorgestrel e etinilestradiol, não se observaram interações clínicas significativas.",0,fonte1,manual,1.0
tandrilax,paracetamol,"Interações medicamentosas relacionadas ao paracetamol Interação Medicamento-Medicamento Gravidade Moderada Medicamentos como a , diflunisal e em associação com o paracetamol apresentam risco de hepatotoxicidade e neutropenia, assim como a fenitoína também pode apresentar risco aumentado de hepatotoxicidade e diminuição de eficácia do paracetamol.",2,fonte2,automatica,0.8
sinergen,enalapril,"Na lista a seguir, são relacionadas às principiais interações para cada um de seus componentes: Interações com enalapril Gravidade: Maior Aumento dos níveis de potássio no sangue, prejuízo de função dos rins, hipotensão (queda de pressão): (uso contraindicado em conjunto), amilorida, , triantereno, potássio;",2,fonte2,automatica,0.9
losartana potassica hidroclorotiazida,losartana,"INTERAÇÕES MEDICAMENTOSAS losartana Não foram identificadas interações medicamentosas de significado clínico com os seguintes c ompostos avaliados nos estudos de farmacocinética clínica: hidroclorotiazida, digoxina, varfarina, cimetidina, fenobarbital (vide Hidroclorotiazida, Álcool, Barbituratos ou Narcóticos , a seguir), cetoconazol e eritromicina.",0,fonte1,manual,1.0
pantoprazol,diazepam,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoina e um contraceptivo oral contendo levonorgestrel e etinilestradiol, não se observaram interações clínicas significativas.",0,fonte1,manual,1.0
digoxina,ciclosporina,"Os níveis séricos de digoxina podem aumentar devido à administração concomitante das seguintes d rogas: amiodarona, flecainida, prazosina, propafeno na, quinidina, espironolactona, antibióticos macrolídeos (como eritromicina e clari tromicina), tetraciclina e possivelmente outros ant ibióticos, gentamicina, itraconazol, quinina, trimetoprima, alprazolam, indometacina, pr opantelina, nefazodona, atorvastatina, ciclosporina , epoprostenol (transitório) e carvedilol.",1,fonte1,manual,1.0
bromidrato de citalopram,varfarina,"Levomepromazina, digoxina, carbamazepina Nenhuma mudança ou apenas mudanças muito pequenas de pouca importância clínica foram observados quando o citalopram foi dado com substratos CYP1A2 (clozapina e teofilina), CYP2C9 (varfarina), CYP2C19 (imipramina e mefenitoína ), CYP2D6 (esparteína, imipramina, amitriptilina, a risperidona) e CYP3A4 (varfarina, carbamazepina e seu metabólito carbamazepina epoxidop) e triazolam.",0,fonte1,manual,1.0
cloridrato de donepezila,digoxina,"O metabolis mo do cloridrato de done pezila não é alterado pela administração concomitante de digoxina, cimetidina, tioridazina, risperidona e sertralina.",0,fonte1,manual,1.0
zitromax iv,atorvastatina,"IV não deve ser administrado em conjunto com: e derivados do Deve-se monitorar (acompanhamento médico e exames de sangue avaliando niveis terapêuticos das medicações) pacientes que utilizam Zitromax IV conjuntamente com (medicação que inibe o processo de coagulação) orais do tipo cumarínicos e Não há necessidade de ajuste de dose quando Zitromax IV for utilizado com os seguintes fármacos: Cetirizina, didanosina, atorvastatina, , m etilprednisolona, midazolam, nelfinavir, , sildenafila, terfenadina, , triazolam, trimetoprima/sulfametoxazol.",2,fonte2,automatica,0.8
vildagliptina cloridrato de metformina,glibenclamida,"Como resultado desses estudos, não foi observada nenhuma inter ação de relevância clínica com a coadministração da vildagliptina com outros antidiabéticos orais (glibenclamida, pioglitazona, cl oridrato de metformina), anlodipino, digoxina, ramipril, sinvastatina, valsartana ou varfarina. cloridrato de metformina As interações seguintes são conhecidas sobre metformina: furosemida – a furosemida aumentou a Cmáx e a ASC sanguínea de metformina sem alterar sua depuração renal.",1,fonte1,manual,1.0
lacosamida,clonazepam,"Os estudos clínicos placebo -controlados em pacientes com crises focais/parciais mostraram que as concentrações plasmáticas no estado de equilíbrio de levetiracetam, carbamazepina, epóxido de carbamazepina, lamotrigina, topiramato, derivado de monohidróxi -oxcarbazepina (MHD), fenitoína, ácido valpróico, fenobarbital, gabapentina, clonazepam e zonisamida não foram afetados pela ingestão concomitante de lacosamida em qualquer dose.",0,fonte1,manual,1.0
everolimo,cetoconazol,"Interação com fortes inibidores, indutores da CYP3A4 Não é recomendada a coadministração com fortes inibidores da CYP3A4 (por exemplo, cetoconazol, itraconazol, voriconazol, claritromicina, telitromicina, ritonavir) e indutores (por exe mplo, rifampicina, rifabutina , erva de São João, carbamazepina, fenitoína ) a menos que os benefícios superem os possíveis riscos.",2,fonte1,manual,1.0
estradiol drospirenona,fluconazol,"Estas alteraçõe s podem ser clinicamente relevantes em alguns casos. -Substâncias que diminuem a depuração de hormônios sexuais (inibidores enzimáticos) Inibidores fortes e moderados do CYP3A4, tais como antifúngicos azólicos (por exemplo, fluconazol, itraconazol, cetoconazol, voriconazol,), macrolídeos (por exemplo, claritromicina, eritromicina), verapamil, diltiazem e suco de toranja (grapefruit ) podem aumentar as concentrações plasmáticas do progestógeno ou do estrogênio ou de ambos.",1,fonte1,manual,1.0
jalra met,metformina,"Como resultado desses estudos, não foi observada nenhuma interação de relevância clínica com a coadministração da vildagliptina com outros antidiabéticos orais ( , pioglitazona, cloridrato de metformina), ou varfarina.",0,fonte2,automatica,0.85
hidroclorotiazida legrand,metformina,A metformina deve ser utilizada com precaução devido ao risco de acidose láctica induzida por uma possível insuficiência renal funcional associada à hidroclorotiazida.,1,fonte2,automatica,0.65
dapagliflozina,metformina,"Em estudos de interação conduzidos em indivíduos sadios, utilizando principalmente o desenho de dose única, a dapagliflozina não alterou significativamente a farmacocinética da metformina, pioglitazona, sitagliptina, glimepirida, hidroclorotiazida, bumetanida, valsartana, sinvastatina, digoxina (um substrato da gp -P) ou varfarina (a varfarina é um substrato do CYP 2C).",0,fonte1,manual,1.0
lansoprazol claritromicina amoxicilina,fenobarbital,"Efeitos de outros medicamentos na terapia com claritromicina Fármacos indutores da CYP3A4 como, por exemplo, rifampicina, fenitoína, carbamazepina, fenobarbital e erva de Sã o João, podem induzir o metabolismo da claritromicina.",1,fonte1,manual,1.0
cloridrato de hidroxizina,claritromicina,"Exemplos de medicamentos associad os ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas es tes): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida); - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, citalopram, venlafaxina, antidepressivos tricíclicos e tetracíclicos, por exemplo, amitriptilina , imipramina, maprotilina); - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolim o); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - pentamidina; - Antimaláricos (quinina, cloroquina); - Antifúngicos azólicos (cetoconazol, fluconazol, voriconazol); - domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetrona); - trióxido de arsênio; - Inibidores da tirosin a quinase (vandetanibe, sunitinibe, nilotinibe); - vorinostate (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta-2 (salmeterol, formoterol).",2,fonte1,manual,1.0
welireg,contraceptivos,"Efeitos de belzutifano em outras drogas A coadministração de belzutifano com substratos da CYP3A4, incluindo contraceptivos hormonais, diminui a concentração dos substratos da CYP3A4, o que pode reduzir a eficácia destes substratos.",1,fonte2,automatica,0.65
besilato de anlodipino,ciclosporina,Estudos Especiais: Efeito do an lodipino sobre Outros Agentes atorvastatina: a coadministração de doses múltiplas de 10 mg de an lodipino e 80 mg de at orvastatina não resultou em mudança significante nos parâmetros farmacocinéticos no estado de equilíbrio ( steady state ) da atorvastatina. digoxina: a coadministração de anlodipino e digoxin a não alterou os níveis séricos ou o clearance renal de digoxina nos voluntários sadios. etanol (Álcool): dose única e doses múltiplas de 10 mg de anlodipino não tiveram efeito significante na farmacocinética do etanol. varfarina: a coadministração de anlodipino co m varfarina não alterou o tempo de resposta de protrombina da varfarina. ciclosporina: nenhum estudo de interação medicamentosa foi conduzido com a ciclosporina e o anlodipino em voluntários saudáveis ou outr as populações com exceção do s pacientes com transplante renal.,0,fonte1,manual,1.0
barbitron,fenobarbital,"Associações que necessitam de precauções, monitoramento clínico e/ou ajuste do medicamento durante e após a descontinuação com fenobarbital: Inibidor de protease (amprenavir, , nelfinavir);",1,fonte2,automatica,0.65
sinvastatina,itraconazol,"ADVERTÊNCIAS E PRECAUÇÕES, Gravidez e lactaç ão); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazo l, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicament os contendo cobicistate) (veja os itens 5.",2,fonte1,manual,1.0
clonixinato de lisina cloridrato de ciclobenzaprin,captopril,"O clonixinato de lisina + cloridrato de ciclobenzaprina diminui a ação de medicamentos usados para controlar a pressão arterial elevada (por ex. betabloqueadores, como o atenolol e o propranolol, inibidores da enzima de conversão da angiotensina, como o captopril e o enalapril, vasodilatadores, como hidralazina, e diuréticos, como hidroclorotiazida e furosemida).",1,fonte1,manual,1.0
pantoprazol,carbamazepina,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoina e um contraceptivo oral contendo levonorgestrel e etinilestradiol, não se observaram interações clínicas significativas.",0,fonte1,manual,1.0
prednisolona ems,levotiroxina,"Ajuste de dose de um ou ambos os agentes podem ser necessários quando a terapia com glicocorticoide é descontinuada Agentes antitireoidianos (exemplo, levotiroxina) ou hormônios da tireoide Alterações na condição da tireoide do paciente podem ocorrer como um resultado de administração, alteração na dosagem ou descontinuação de hormônios da tireoide ou agentes antitireoidianos, podendo necessitar de ajuste de dosagem de corticosteroide, uma vez que a depuração metabólica de corticosteroides diminui em pacientes com hipotireoidismo (doença da tireoide) e aumenta em pacientes com hipertireoidismo.",1,fonte2,automatica,0.65
palbociclibe,claritromicina,"Deve -se evitar o uso concomitante de potentes inibidores da CYP3A incluindo, mas não limitado a: amprenavir, atazanavir, boceprevir, claritromicina, conivaptana, delavirdina, diltiazem, eritromicina, fosamprenavir, indinavir, itraconazol, cetoconazol, lopinavir, mibefradil, m iconazol, nefazodona, nelfinavir, posaconazol, ritonavir, saquinavir, telaprevir, telitromicina, voriconazol e toranja ou suco de toranja (grapefruit).",2,fonte1,manual,1.0
telmisartana,sinvastatina,"A coadministração de telmisartana não resultou em interações clinicamente significativas com digoxina, varfarina, hidroclorotiazida, glibenclamida, ibuprofeno, paracetamol, sinvastatina e anlodipino.",0,fonte1,manual,1.0
leflunomida,rifampicina,"Para outros substratos da BCRP (por exemplo, metotrexato, topotecana, sulfassalazina, daunorrubicin a, doxorrubicina) e da família da OATP especialmente os inibidores da HMG -CoA redutase (por exemplo, sinvastatina, atorvastatina, pravastatina, metotrexato, nateglinida, repaglinida, rifampicina) a administração concomitante também deve ser feita com caute la.",1,fonte1,manual,1.0
cloridrato de verapamil,fenobarbital,"Ver bula de colchicina Antibacterianos claritromicina Possível aumento dos níveis de verap amil --- eritromicina Possível aumento dos níveis de verapam il --- rifampicina Diminui ASC (~97%), C máx (~94%) e biodisponibilidade oral (~92%) do verapamil O efeito hipotensor do verapamil pode ser reduzido telitromicina Possível aumento dos níveis de verapa mil --- Antineoplásicos doxorrubicina Aumenta ASC (104%) e C máx (61%) da doxorrubicina com a administração oral de verapamil Em pacientes com carcinoma pulmonar de células pequenas Barbitúricos fenobarbital Aumenta a depuração do verapamil oral (~5 vezes) --- Benzodiazepínicos e outros ansiolíticos buspirona Aumenta ASC e C máx da buspirona em 3-4 vezes --- midazolam Aumenta ASC (~3 vezes) e C máx (~2 vezes) do midazolam --- Betabloqueadores metoprolol Aumenta ASC (~32.5%) e C máx (~41%) do metoprolol em pacientes com angina Vide ADVERTÊNCIAS E PRECAUÇÕES propranolol Aumenta ASC (65%) e C máx (94%) de propranolol em pacientes com angina Glicosídeos Cardíacos digitoxina Diminui depuração total (~27%) e depuração extra renal (~29%) da digitoxina --- Cloridrato de verapamil_bula_profissional 6 digoxina Indivíduos saudáveis: aumenta C máx da digoxina em ~ 44%, aumenta C 12h da digoxina (~53%), C ss da digoxina em ~44%, e aumenta ASC da digoxina em ~50% Reduzir a dose de digoxina.",1,fonte1,manual,1.0
pantoprazol sódico sesqui hidratado medley,cetoconazol,"Pantoprazol sódico sesqui-hidratado pode alterar a absorção de medicamentos que necessitam da acidez no estômago para a sua absorção adequada, como o cetoconazol.",1,fonte2,automatica,0.65
ezetimiba sinvastatina,claritromicina,"4.CONTRAINDICAÇÕES • Hipersensibilidade aos princípios ativos ou a qualquer dos excipientes. • Hepatopatia ativa ou elevações persistentes e inexplicadas das transaminases séricas. • Quando houver necessidade de administrar ezetimiba+sinvastatina com fenofibrato, consulte a Circular aos Médicos (bula) de fenofibrato. • Administração concomitante de inibidores potentes do CYP3A4 (p. ex., itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja os itens 5.",2,fonte1,manual,1.0
cloridrato de donepezila,sertralina,"O metabolismo do cloridrato de donepezila não é alterado pela administração concomitante de digoxina, cimetidina, tioridazina, risperidona e sertralina.",0,fonte1,manual,1.0
budesonida,eritromicina,"INTERAÇÕES MEDICAMENTOSAS O uso concomitante de budesonida intranasal e inibidores d o citocromo P450, especialmente da isoenzima CYP3A4 (i.e. , produtos que contenham cobicistate , cetoconazol , ritonavir, atazanavir , claritromicina , indinavir , eritromicina, nefazodona, nelfinavir, saquinavir, telitromicina, itraconazol) causa o aumento da concentração de budesonida no plasma, levando à um risco aumento de eventos adversos sistêmicos, como Síndrome de Cushing e supressão adrenal.",2,fonte1,manual,1.0
dicloridrato de hidroxizina,claritromicina,"Exemplos de medicamentos associad os ao prolongamento do intervalo QT e/ou Torsades de Pointes estão listados abaixo (mas não se limitam a apenas es tes): - Antiarrítmicos classe IA (quinidina, procainamida, disopiramida) ; - Antiarrítmicos classe III (amiodarona, sotalol, bretílio); - Antiarrítmicos classe IC (flecainida, propafenona); - Antipsicóticos (clorpromazina, haloperidol, pimozida, droperidol, ziprasidona, risperidona, olanzapina); - Antidepressivos (fluoxetina, c italopram, venlafaxina , antidepressivos tricíclicos e tetracíclicos por exemplo amitriptilina, imipramina, maprotilina) ; - Opioides (metadona); - Antibióticos macrolídeos e análogos (eritromicina, claritromicina, azitromicina, tacrolimo ); - Quinolonas (moxifloxacino, ciprofloxacino, levofloxacino); - pentamidina; - Antimaláricos (quinin a, cloroquina); - Antifúngicos azólicos (c etoconazol, fluconazol, voriconazol); - domperidona; - Antagonistas dos receptores 5-HT 3 (ondansetron a); - trióxido de arsênio; - Inibidores da tirosina quinase (vandetanib e, sunitinib e, nilotinib e); - vorinostat e (inibidor da histona deacetilase); - Agonista do receptor adrenérgico beta -2 (salmeterol, formoterol).",2,fonte1,manual,1.0
domperidona,itraconazol,"A administração concomitante de domperidona com inibidores potentes do CYP3A4 que demonstraram causar um prolongamento do intervalo QT, tais como claritromicina, eritromicina, itraconazol, cetoconazol oral, posaconazol, ritonavir, saquinavir, telitromicina, telaprevir e voriconazol, é contraindicada (vide itens 5“ADVERTÊNCIAS E PRECAUÇÕES” e “6.",2,fonte1,manual,1.0
besilato de anlodipino,anlodipino,Estudos Especiais: Efe ito do anlodipino Sobre Outros Agentes atorvastatina: a coadministração de doses múltiplas de 10mg de anlodipino e 80 mg de atorvastatina não resultou em mudança significante nos parâmetr os farmacocinético s no estado de equilíbrio (steady state) da atorvastatina. digoxina: a coadministração de anlodipino e digoxina não alterou os nívei s séricos ou o clearance renal de digoxina nos voluntários sadios. etanol (álcool): dose única e doses múltiplas de 10mg de anlodipino não tiveram efeito significante na farmacocinética do etanol. varfarina: a coadministração de anlodipino com varfarina não alterou o tem po de resposta de protombina da varfarina. ciclosporina: nenhum estudo de interação medicamentosa foi conduzido com a ci closporina e o anlodipino em voluntários saudáveis ou outras populações com ex ceção dos pacientes com transplante renal.,0,fonte1,manual,1.0
budesonida,itraconazol,"INTERAÇÕES MEDICAMENTOSAS O uso concomitante de budesonida intranasal e inibidores d o citocromo P450, especialmente da isoenzima CYP3A4 (i.e. , produtos que contenham cobicistate , cetoconazol , ritonavir, atazanavir , claritromicina , indinavir , eritromicina, nefazodona, nelfinavir, saquinavir, telitromicina, itraconazol) causa o aumento da concentração de budesonida no plasma, levando à um risco aumento de eventos adversos sistêmicos, como Síndrome de Cushing e supressão adrenal.",2,fonte1,manual,1.0
prednisona,claritromicina,"A coadministração de prednisona com inibidores potentes da CYP3 A4 (por exemplo, produtos q ue contenham cetoconazol, itraconazol, claritromicina, ritonavir e cobicistate) pode leva r ao aumento da concentração pla smática dos corticosteroides e possibilitar o aumento do risco de efeitos colaterais sistêmico s dos corticosteroides.",1,fonte1,manual,1.0
dicloridrato de daclatasvir,eritromicina,"Inibidores potentes de CYP3A4 (por exemplo: claritromicina, eritromicina, itraconazol, cetoconazol, ritonavir) podem aumentar os níveis plasmáticos dde dicloridrato de daclatasvir (ver Tabela 8). dicloridrato de daclatasvir também é um substrato do transportador glicoproteina - P (P-gp) e do transportador 1 de cátions orgânicos (OCT 1), porém a coadministração de agentes que modifiquem apenas as atividades de P -gp ou OCT1 (sem efeito concomitante sobre CYP3A4) tem pouca probabilidade de apresentar um efeito clinicamente expressivo sobre a exposição ao dicloridrato de daclatasvir.",1,fonte1,manual,1.0
cloridrato de donepezila,varfarina,"O cloridrato de donepezila e seus metabólitos não i nibem o metabolismo da teofilina, varfarina, cimetidina, digoxina, tioridazina, risperidona e se rtralina em humanos.",0,fonte1,manual,1.0
fluconazol,nifedipino,"Podem ser necessários ajustes da dose da carbamazepina dependendo de determinações da concentração/efeito. bloqueadores do canal de cálcio: determinados antagonistas de canal de cálcio di -hidropiridínicos (nifedipino, isradipino, anlodipino, verapamil e felodipino) são metabolizados pela CYP3A4.",1,fonte1,manual,1.0
dicloridrato de daclatasvir,claritromicina,"Inibidores potentes de CYP3A4 (por exemplo: claritromicina, eritromicina, itraconazol, cetoconazol, ritonavir) podem aumentar os níveis plasmáticos dde dicloridrato de daclatasvir (ver Tabela 8). dicloridrato de daclatasvir também é um substrato do transportador glicoproteina - P (P-gp) e do transportador 1 de cátions orgânicos (OCT 1), porém a coadministração de agentes que modifiquem apenas as atividades de P -gp ou OCT1 (sem efeito concomitante sobre CYP3A4) tem pouca probabilidade de apresentar um efeito clinicamente expressivo sobre a exposição ao dicloridrato de daclatasvir.",1,fonte1,manual,1.0
levitra,itraconazol,Levitra não deve ser administrado com doses de cetoconazol ou itraconazol maiores que 200 mg.,2,fonte2,automatica,0.8
fumarato de formoterol di-hidratado budesonida,itraconazol,"Medicamentos: claritromicina, eritromicina, itraconazol, cetoconazol.",1,fonte1,manual,1.0
isofarma-solucao de cloreto de potassio,captopril,"Observar as informações abaixo sobre a administração da Isofarma - solução de cloreto de potássio com estas substâncias e medicamentos: - com a anfotericina B, pois são incompatíveis; - os corticoides e o ACTH podem diminuir os efeitos dos suplementos de potássio; - os diuréticos tiazídicos e retentores de potássio, os inibidores da ECA, AINE, bloqueadores beta -adrenérgicos, ciclosporina, heparina e medicamentos contendo potássio podem aumentar a concentração sérica de potássio com risco de causar hipercalemia; - o captopril e o enalapril podem produzir hiperpotassemia.",1,fonte1,manual,1.0
claritromicina,carbamazepina,"São ex emplos, mas não se resume a: anticoagulantes orais (ex. varfarina, rivaroxabana, apixabana), antipsicóticos atípicos (ex. quetiapina, lurasidona) alcaloides do ergot, alprazolam, astemizol, carbamazepina, cilostazol, cisaprida, metilprednisolona, omeprazol , pimozida, quinidina, sildenafila, sinvastatina, terfenadina, triazolam, sirolimo, tacrolimo, lovastatina, disopiramida, midazolam, ciclosporina, hidroxicloroquina, cloroquina, vimblastina, rifabutina, ticagrelor, ivabradina e ranolazina.",2,fonte1,manual,1.0
valerato de estradiol,verapamil,"Em alguns casos estas alterações podem ser clinicamente relevantes. - Substâncias que diminuem a depuração de hormônios sexuais (inibidores enzimáticos): Inibidores potentes e moderados do CYP3A4, tais como antifúngicos azólicos (por exemplo, fluconazol, itra-conazol, cetoconazol, voriconazol), macrolídeos (por exemplo, claritromicina, eritromicina), verapamil, diltia- zem e suco de toranja ( grapefruit ) podem aumentar as concentrações plasmáticas do estrogênio.",1,fonte1,manual,1.0
incoril,diltiazem,Este medicamento inibe a enzima CYP3A e o metabolismo da lomitapida é inibido Precauções para a coadministração (Cloridrato de Diltiazem deve ser administrado com cautela quando coadministrado com os seguintes medicamentos): Anti-hipertensivos (como derivados do nitrato) Os efeitos anti-hipertensivos podem ser intensificados.,1,fonte2,automatica,0.65
pantoprazol magnesico di-hidratado,diazepam,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoína e contraceptivo oral contendo levonorgestrel e etinilestradiol, não observaram interações clínicas significativas.",0,fonte1,manual,1.0
plasil comprimido,ciclosporina,"Devido ao efeito da metoclopramida de acelerar a digestão, a absorção de certos fármacos pode ser modificada. : metoclopramida diminui a quantidade de digoxina circulante, sendo necessária monitorização da concentração de digoxina no sangue. : metoclopramida aumenta a quantidade de ciclosporina circulante, sendo necessária monitorização da concentração de ciclosporina no sangue.",1,fonte2,automatica,0.65
kolevas,atorvastatina,"A administração concomitante de Kolevas com medicamentos inibidores do CYP 3A4 ou indutores do CYP 3A4 (sistemas de quebra de vários medicamentos) (por ex., ciclosporina, eritromicina/claritromicina, inibidores da protease, letermovir, cloridrato de diltiazem , itraconazol, suco de grapefruit, ) pode alterar a quantidade de atorvastatina no sangue.",1,fonte2,automatica,0.65
omeprazol sódico eurofarma momenta,omeprazol,"A ação da varfarina encontra-se exacerbada quando administrada em conjunto com omeprazol, devendo-se realizar monitorização rigorosa dos exames de coagulação devido risco maior de sangramento.",1,fonte2,automatica,0.65
pantoprazol magnesico di-hidratado,glibenclamida,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoína e contraceptivo oral contendo levonorgestrel e etinilestradiol, não observaram interações clínicas significativas.",0,fonte1,manual,1.0
camptosar,cetoconazol,O cetoconazol deve ser descontinuado pelo menos 1 semana antes de iniciar o tratamento com Camptosar e não deve ser administrado durante a terapia com Camptosar Sulfato de atazanavir Tem o potencial de aumentar a exposição sistêmica ao SN-38 o metabólito ativo do Camptosar .,2,fonte2,automatica,0.8
pantoprazol sodico sesqui-hidratado,diazepam,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoína e um contraceptivo oral contendo levonorgestrel e etinilestradiol, não se observaram interações clínicas significativas.",0,fonte1,manual,1.0
fluconazol,anlodipino,"Podem ser necessários ajustes da dose da carbamazepina dependendo de determinações da concentração/efeito. bloqueadores do canal de cálcio: determinados antagonistas de canal de cálcio di -hidropiridínicos (nifedipino, isradipino, anlodipino, verapamil e felodipino) são metabolizados pela CYP3A4.",1,fonte1,manual,1.0
tacrolimo monoidratado,cetoconazol,"O m onitoramento das concentrações sanguíneas e os ajustes de dose são essenciais quando esses medicamentos são usad os concomitantemente: Fármacos que podem aumentar as concentrações de tacrolimo no sangue Bloqueadores de canal de cálcio Antibióticos macrolídeos Agentes antifúngicos Agentes gastrointestinais pró-cinéticos Inibidores de Protease Outros fármacos diltiazem nicardipina nifedipina verapamil claritromicina eritromicina troleandomicina josamicina clotrimazol fluconazol itraconazol cetoconazol voriconazol posaconazol cisaprida metoclopramida inibidores da protease HIV (por ex. ritonavir, nelfinavir, saquinavir) inibidores de protease do HCV (por ex. telaprevir, boceprevir) amiodarona bromocriptina cloranfenicol cimetidina ciclosporina danazol etinilestradiol metilprednisolona lansoprazol omeprazol nefazodona hidróxido de magnésio e alumínio letermovir antiviral usado para tratar CMV extrato de Schisandra sphenanthera Canabidiol 15 O tacrolimo também demonstrou efeito inibidor amplo e forte sobre o metabolismo dependente de CYP3A4.",1,fonte1,manual,1.0
prednisona,corticosteroides,"A coadministração de prednisona com inibidores potentes da CYP3A4 (por exemplo, produtos que contenham cetoconazol, itraconazol, claritromicina, ritonavir e cobicistate) pode levar ao aumento da concentração plasmática dos corticosteroides e possibilitar o aumento do risco de efeitos colaterais sistêmicos dos corticosteroides.",1,fonte1,manual,1.0
