medicamento_alvo,medicamento_outro,contexto,classe,fonte,origem,confianca
prednisolona ems,corticosteroides,O ajuste de dose de isoniazida pode ser necessário durante e após o uso concomitante Interação Medicamento - Exame laboratorial Severidade menor Efeito da interação A prednisolona pode resultar em falso aumento dos níveis de digoxina Os corticosteroides podem alterar o teste de “ Nitroblue tetrazolium ” para infecções bacterianas e produzir resultados falso-negativos.,1,fonte2,automatica,0.65
prevencor,sinvastatina,"Uma vez que a administração concomitante de sinvastatina e alguns medicamentos pode aumentar o risco de problemas musculares, é particularmente importante informar ao médico se você está tomando , agentes antifúngicos (tais como o ou o ), derivados do ácido fíbrico (tais como e bezafibrato), os antibióticos , inibidores da protease do (tais como o , o nelfinavir, o e o saquinavir), o antidepressivo nefazodona, amiodarona (medicamento usado para o tratamento de alterações do ritmo dos batimentos cardíacos), anti-hipertensivos, como por exemplo, verapamil ou diltiazem (medicamentos utilizados para o tratamento de pressão alta , angina ou outras cardíacas) ou doses altas (≥ 1 g /dia) de niacina ou de ácido nicotínico.",1,fonte2,automatica,0.65
prevencor,diltiazem,"Uma vez que a administração concomitante de sinvastatina e alguns medicamentos pode aumentar o risco de problemas musculares, é particularmente importante informar ao médico se você está tomando , agentes antifúngicos (tais como o ou o ), derivados do ácido fíbrico (tais como e bezafibrato), os antibióticos , inibidores da protease do (tais como o , o nelfinavir, o e o saquinavir), o antidepressivo nefazodona, amiodarona (medicamento usado para o tratamento de alterações do ritmo dos batimentos cardíacos), anti-hipertensivos, como por exemplo, verapamil ou diltiazem (medicamentos utilizados para o tratamento de pressão alta , angina ou outras cardíacas) ou doses altas (≥ 1 g /dia) de niacina ou de ácido nicotínico.",1,fonte2,automatica,0.65
prevencor,verapamil,"Uma vez que a administração concomitante de sinvastatina e alguns medicamentos pode aumentar o risco de problemas musculares, é particularmente importante informar ao médico se você está tomando , agentes antifúngicos (tais como o ou o ), derivados do ácido fíbrico (tais como e bezafibrato), os antibióticos , inibidores da protease do (tais como o , o nelfinavir, o e o saquinavir), o antidepressivo nefazodona, amiodarona (medicamento usado para o tratamento de alterações do ritmo dos batimentos cardíacos), anti-hipertensivos, como por exemplo, verapamil ou diltiazem (medicamentos utilizados para o tratamento de pressão alta , angina ou outras cardíacas) ou doses altas (≥ 1 g /dia) de niacina ou de ácido nicotínico.",1,fonte2,automatica,0.65
prevencor,amiodarona,"Uma vez que a administração concomitante de sinvastatina e alguns medicamentos pode aumentar o risco de problemas musculares, é particularmente importante informar ao médico se você está tomando , agentes antifúngicos (tais como o ou o ), derivados do ácido fíbrico (tais como e bezafibrato), os antibióticos , inibidores da protease do (tais como o , o nelfinavir, o e o saquinavir), o antidepressivo nefazodona, amiodarona (medicamento usado para o tratamento de alterações do ritmo dos batimentos cardíacos), anti-hipertensivos, como por exemplo, verapamil ou diltiazem (medicamentos utilizados para o tratamento de pressão alta , angina ou outras cardíacas) ou doses altas (≥ 1 g /dia) de niacina ou de ácido nicotínico.",1,fonte2,automatica,0.65
prevencor,niacina,"Uma vez que a administração concomitante de sinvastatina e alguns medicamentos pode aumentar o risco de problemas musculares, é particularmente importante informar ao médico se você está tomando , agentes antifúngicos (tais como o ou o ), derivados do ácido fíbrico (tais como e bezafibrato), os antibióticos , inibidores da protease do (tais como o , o nelfinavir, o e o saquinavir), o antidepressivo nefazodona, amiodarona (medicamento usado para o tratamento de alterações do ritmo dos batimentos cardíacos), anti-hipertensivos, como por exemplo, verapamil ou diltiazem (medicamentos utilizados para o tratamento de pressão alta , angina ou outras cardíacas) ou doses altas (≥ 1 g /dia) de niacina ou de ácido nicotínico.",1,fonte2,automatica,0.65
proflam comprimido,digoxina,"Ingestão concomitante com outras substâncias Recomenda-se informar ao médico caso haja uso concomitante de medicamentos que contenham lítio, digoxina, anticoagulantes, antidiabéticos orais, diuréticos e outros analgésicos.",1,fonte2,automatica,0.65
proflam comprimido,anticoagulantes,"Ingestão concomitante com outras substâncias Recomenda-se informar ao médico caso haja uso concomitante de medicamentos que contenham lítio, digoxina, anticoagulantes, antidiabéticos orais, diuréticos e outros analgésicos.",1,fonte2,automatica,0.65
puran t4,levotiroxina,"Antidiabéticos orais e insulina: o uso de levotiroxina pode levar a um aumento da glicemia, e em pacientes diabéticos, pode ser necessário ajuste de dose dos antidiabéticos orais ou da insulina.",1,fonte2,automatica,0.65
puran t4,insulina,"Antidiabéticos orais e insulina: o uso de levotiroxina pode levar a um aumento da glicemia, e em pacientes diabéticos, pode ser necessário ajuste de dose dos antidiabéticos orais ou da insulina.",1,fonte2,automatica,0.65
puran t4,omeprazol,"Medicamentos inibidores da bomba de prótons (como omeprazol, esomeprazol, pantoprazol, rabeprazol e lansoprazol) são utilizados para reduzir a quantidade de ácido produzido pelo estômago, o que pode reduzir a absorção de levotiroxina do intestino e, assim, torná-la menos eficaz.",1,fonte2,automatica,0.65
puran t4,levotiroxina,"Medicamentos inibidores da bomba de prótons (como omeprazol, esomeprazol, pantoprazol, rabeprazol e lansoprazol) são utilizados para reduzir a quantidade de ácido produzido pelo estômago, o que pode reduzir a absorção de levotiroxina do intestino e, assim, torná-la menos eficaz.",1,fonte2,automatica,0.65
puran t4,levotiroxina,"Se você estiver tomando levotiroxina enquanto estiver recebendo tratamento comos inibidores da bomba de prótons, seu médico deve monitorar sua função tireoidiana e pode ter que ajustar a dose de levotiroxina.",1,fonte2,automatica,0.75
puran t4,metformina,"Antidiabéticos: a levotiroxina pode reduzir o efeito hipoglicemico (diminuição da taxa de açúcar no sangue) dos agentes antidiabéticos orais, tais como metformina, , bem como da insulina.",1,fonte2,automatica,0.65
puran t4,levotiroxina,"Antidiabéticos: a levotiroxina pode reduzir o efeito hipoglicemico (diminuição da taxa de açúcar no sangue) dos agentes antidiabéticos orais, tais como metformina, , bem como da insulina.",1,fonte2,automatica,0.65
puran t4,insulina,"Antidiabéticos: a levotiroxina pode reduzir o efeito hipoglicemico (diminuição da taxa de açúcar no sangue) dos agentes antidiabéticos orais, tais como metformina, , bem como da insulina.",1,fonte2,automatica,0.65
puran t4,levotiroxina,"Aplicável ao uso concomitante de medicamentos administrados por via oral: Se você está tomando levotiroxina e (um medicamento antidiabético) ao mesmo tempo, isso pode afetar seus níveis de levotiroxina e pode ser que seu médico precise monitorar seus níveis tireoidianos e ajustar a dose de Puran T4.",1,fonte2,automatica,0.75
puran t4,levotiroxina,"Café: não tome Puran T4 com café, pois pode reduzir a absorção da levotiroxina pelo intestino, tornando-a menos eficaz.",1,fonte2,automatica,0.65
pyloripac,claritromicina,"Se a administração concomitante de claritromicina e colchicina for necessária, seu médico deverá monitorar quanto à ocorrência de sintomas clínicos de toxicidade por colchicina.",1,fonte2,automatica,0.75
pyloripac,colchicina,"Se a administração concomitante de claritromicina e colchicina for necessária, seu médico deverá monitorar quanto à ocorrência de sintomas clínicos de toxicidade por colchicina.",1,fonte2,automatica,0.75
pyloripac,claritromicina,Recomenda-se precaução quanto à administração de claritromicina juntamente com triazolam e midazolam intravenoso (aplicado na veia).,1,fonte2,automatica,0.65
pyloripac,claritromicina,Seu médico deverá monitorar tempo de INR e protrombina se você estiver tomando claritromicina junto com anticoagulantes orais.,1,fonte2,automatica,0.75
pyloripac,anticoagulantes,Seu médico deverá monitorar tempo de INR e protrombina se você estiver tomando claritromicina junto com anticoagulantes orais.,1,fonte2,automatica,0.75
pyloripac,claritromicina,"É contraindicado o uso de claritromicina em conjunto com lovastatina ou sinvastatina, o que aumenta a concentração de claritromicina no sangue e aumenta o risco de miopatia (doença muscular), incluindo a rabdomiólise (necrose ou desintegração no músculo esquelético).",2,fonte2,automatica,0.9
pyloripac,sinvastatina,"É contraindicado o uso de claritromicina em conjunto com lovastatina ou sinvastatina, o que aumenta a concentração de claritromicina no sangue e aumenta o risco de miopatia (doença muscular), incluindo a rabdomiólise (necrose ou desintegração no músculo esquelético).",2,fonte2,automatica,0.9
pyloripac retrat,probenecida,"Probenecida e Deve-se ter cautela na administração concomitante de levofloxacino com fármacos que afetam os rins, como probenecida e cimetidina, especialmente em pacientes com insuficiência renal (dos rins).",1,fonte2,automatica,0.65
pyloripac retrat,cimetidina,"Probenecida e Deve-se ter cautela na administração concomitante de levofloxacino com fármacos que afetam os rins, como probenecida e cimetidina, especialmente em pacientes com insuficiência renal (dos rins).",1,fonte2,automatica,0.65
qiftrim,metotrexato,"Interferência em exames de laboratório Qiftrim, especialmente o componente TMP, pode interferir na dosagem do metotrexato sérico, dependendo da técnica utilizada para medição do fármaco.",1,fonte2,automatica,0.65
querok,quetiapina,O uso de Hemifumarato de Quetiapina concomitante com outros fármacos conhecidos por causar desequilíbrio eletrolítico ou por aumentar o intervalo QT deve ser feito com cautela.,1,fonte2,automatica,0.65
querok,quetiapina,Hemifumarato de Quetiapina deve ser utilizado com cautela em pacientes recebendo outras medicações com efeitos anticolinérgicos (muscarínicos).,1,fonte2,automatica,0.65
quinoflox,metotrexato,"É recomendado o monitoramento da terapia com fenitoína, incluindo medições de concentração de fenitoína no sangue, durante e imediatamente após a administração simultânea de Quinoflox (cloridrato de ciprofloxacino) e fenitoína, para evitar a perda do controle de convulsões associadas aos níveis diminuídos de fenitoína e para evitar efeitos indesejáveis relacionados à superdose de fenitoína quando o Quinoflox (cloridrato de ciprofloxacino) é descontinuado em pacientes que estejam recebendo ambos. : O uso simultâneo com Quinoflox (cloridrato de ciprofloxacino) pode retardar a excreção do metotrexato (imunossupressor usado para o tratamento de alguns tipos de e artrite reumatoide), aumentando o nível sanguíneo deste.",1,fonte2,automatica,0.65
quinoflox,varfarina,"Antagonistas da vitamina K: A administração simultânea de ciprofloxacino com substâncias antagonistas da vitamina K, como por exemplo, varfarina, acenocumarol, , fluindiona, pode aumentar os efeitos destas.",1,fonte2,automatica,0.65
quinoflox,acenocumarol,"Antagonistas da vitamina K: A administração simultânea de ciprofloxacino com substâncias antagonistas da vitamina K, como por exemplo, varfarina, acenocumarol, , fluindiona, pode aumentar os efeitos destas.",1,fonte2,automatica,0.65
rapamune,ciclosporina,Os pacientes que recebem Rapamune e ciclosporina e/ ou inibidores de H MG-CoA redutase e/ou fibratos devem ser monitorados quanto ao desenvolvimento de rabdomiólise (quebra das fibras musculares).,2,fonte2,automatica,0.8
rapamune,fibratos,Os pacientes que recebem Rapamune e ciclosporina e/ ou inibidores de H MG-CoA redutase e/ou fibratos devem ser monitorados quanto ao desenvolvimento de rabdomiólise (quebra das fibras musculares).,2,fonte2,automatica,0.8
relaflex,dipirona,A dipirona pode potencializar eventual diminuição da temperatura corporal causada por fenotiazínicos.,1,fonte2,automatica,0.65
relaflex,ciclosporina,"Deve-se, portanto, realizar monitorização das concentrações de ciclosporina quando utilizada com dipirona.",1,fonte2,automatica,0.65
relaflex,dipirona,"Deve-se, portanto, realizar monitorização das concentrações de ciclosporina quando utilizada com dipirona.",1,fonte2,automatica,0.65
relaflex,dipirona,O uso de dipirona com metotrexato pode aumentar a toxicidade sanguínea do metotrexato particularmente em pacientes idosos.,1,fonte2,automatica,0.65
relaflex,metotrexato,O uso de dipirona com metotrexato pode aumentar a toxicidade sanguínea do metotrexato particularmente em pacientes idosos.,1,fonte2,automatica,0.65
relaflex,dipirona,"Ácido acetilsalicílico A dipirona pode reduzir o efeito do ácido acetilsalicílico na agregação plaquetária (união das plaquetas que atuam na coagulação), quando administrados concomitantemente.",1,fonte2,automatica,0.65
relaflex,dipirona,"Portanto, recomenda-se cautela do uso de dipirona com bupropiona.",1,fonte2,automatica,0.65
secnidal,varfarina,Associações que necessitam precaução de uso orais (descrito com a varfarina): aumento do efeito anticoagulante (que impede a coagulação do sangue) e do risco de por diminuição do metabolismo do fígado.,1,fonte2,automatica,0.65
secnidal,anticoagulantes,Recomenda-se controles frequentes da taxa de protrombina (substância presente no sangue que participa da coagulação) e o médico deve adaptar a dose dos anticoagulantes orais durante o tratamento com secnidazol e até 8 dias após o seu término.,1,fonte2,automatica,0.65
secnidazol ems,varfarina,Associações que necessitam precaução de uso orais (descrito com a varfarina) Aumento do efeito anticoagulante e do risco hemorrágico por diminuição do metabolismo hepático.,1,fonte2,automatica,0.65
simdax,digoxina,Nenhuma interação farmacocinética foi observada numa análise populacional de pacientes que estavam recebendo digoxina e infusão de Simdax A coadministração de mononitrato de isossorbida e Simdax (levosimendana) em voluntários sadios resultou em potencialização significativa da resposta hipotensora ortostática (redução excessiva da pressão arterial ao adotar-se a posição vertical).,1,fonte2,automatica,0.65
sinergen,enalapril,"Na lista a seguir, são relacionadas às principiais interações para cada um de seus componentes: Interações com enalapril Gravidade: Maior Aumento dos níveis de potássio no sangue, prejuízo de função dos rins, hipotensão (queda de pressão): (uso contraindicado em conjunto), amilorida, , triantereno, potássio;",2,fonte2,automatica,0.9
sinergen,ibuprofeno,"Pode interferir na concentração do anlodipino: Erva-de-São-João ( Hypericum perforatum Gravidade: Menor Pode aumentar o risco de hemorragias ou efeito antagônico à redução de pressão: aceclofenaco, dexcetoprofeno, diclofenaco, diflunisal, dipirona, etodolaco, etofenamato, fenoprofen, fentiazac, ibuprofeno, indometacina, cetoprofeno, cetorolaco, lornoxicam, meclofenamato, meloxicam, nabumetona, naproxeno, nimesulida, oxaprozin, oxifenbutazona, fenilbutazona, pirazolaco, piroxicam, propifenazona, sulindaco, , ácido flufenâmico, ácido mefenâmico, ácido niflúmico, ácido tiaprofênico;",1,fonte2,automatica,0.65
sinergen,dipirona,"Pode interferir na concentração do anlodipino: Erva-de-São-João ( Hypericum perforatum Gravidade: Menor Pode aumentar o risco de hemorragias ou efeito antagônico à redução de pressão: aceclofenaco, dexcetoprofeno, diclofenaco, diflunisal, dipirona, etodolaco, etofenamato, fenoprofen, fentiazac, ibuprofeno, indometacina, cetoprofeno, cetorolaco, lornoxicam, meclofenamato, meloxicam, nabumetona, naproxeno, nimesulida, oxaprozin, oxifenbutazona, fenilbutazona, pirazolaco, piroxicam, propifenazona, sulindaco, , ácido flufenâmico, ácido mefenâmico, ácido niflúmico, ácido tiaprofênico;",1,fonte2,automatica,0.65
sinergen,anlodipino,"Pode interferir na concentração do anlodipino: Erva-de-São-João ( Hypericum perforatum Gravidade: Menor Pode aumentar o risco de hemorragias ou efeito antagônico à redução de pressão: aceclofenaco, dexcetoprofeno, diclofenaco, diflunisal, dipirona, etodolaco, etofenamato, fenoprofen, fentiazac, ibuprofeno, indometacina, cetoprofeno, cetorolaco, lornoxicam, meclofenamato, meloxicam, nabumetona, naproxeno, nimesulida, oxaprozin, oxifenbutazona, fenilbutazona, pirazolaco, piroxicam, propifenazona, sulindaco, , ácido flufenâmico, ácido mefenâmico, ácido niflúmico, ácido tiaprofênico;",1,fonte2,automatica,0.65
sinergen,anlodipino,"Pode reduzir a eficácia: Ephedra ( Ma Huang , tipo de planta originária da China), óleo de menta, ioimbina, suco de Não se conhece a interferência de besilato de anlodipino ou maleato de enalapril em exames laboratoriais.",1,fonte2,automatica,0.65
sinergen,enalapril,"Pode reduzir a eficácia: Ephedra ( Ma Huang , tipo de planta originária da China), óleo de menta, ioimbina, suco de Não se conhece a interferência de besilato de anlodipino ou maleato de enalapril em exames laboratoriais.",1,fonte2,automatica,0.65
solu medrol,diltiazem,"O uso com anticonvulsivantes ( ), anticolinérgicos (substâncias antagonistas da ação de fibras nervosas parassimpáticas que liberam acetilcolina), anticolinesterásicos (drogas que inibem a ação da enzima colinesterase), antidiabéticos, antieméticos, antifúngicos, antivirais (inibidores da HIV-protease), inibidor da aromatase (droga usada no tratamento do câncer de mama e ovário), bloqueadores dos canais de cálcio (diltiazem), contraceptivos orais (etinilestradiol, noretindrona), ), antibióticos da classe dos macrolídeos (troleandomicina), anti-inflamatórios não esteroidais (ácido acetilsalicílico) e agentes depletores de potássio (drogas que aumentam a perda de potássio, como por exemplo, ) pode aumentar ou diminuir a quantidade de Solu-Medrol no sangue, o que poderá resultar em alteração na posologia do medicamento, conforme critério médico.",1,fonte2,automatica,0.65
solu medrol,contraceptivos,"O uso com anticonvulsivantes ( ), anticolinérgicos (substâncias antagonistas da ação de fibras nervosas parassimpáticas que liberam acetilcolina), anticolinesterásicos (drogas que inibem a ação da enzima colinesterase), antidiabéticos, antieméticos, antifúngicos, antivirais (inibidores da HIV-protease), inibidor da aromatase (droga usada no tratamento do câncer de mama e ovário), bloqueadores dos canais de cálcio (diltiazem), contraceptivos orais (etinilestradiol, noretindrona), ), antibióticos da classe dos macrolídeos (troleandomicina), anti-inflamatórios não esteroidais (ácido acetilsalicílico) e agentes depletores de potássio (drogas que aumentam a perda de potássio, como por exemplo, ) pode aumentar ou diminuir a quantidade de Solu-Medrol no sangue, o que poderá resultar em alteração na posologia do medicamento, conforme critério médico.",1,fonte2,automatica,0.65
spidufen,ibuprofeno,O tratamento concomitante com zidovudina e ibuprofeno pode aumentar o risco de hematoses e hematomas em pacientes hemofílicos HIV(+).,1,fonte2,automatica,0.65
spidufen,ibuprofeno,O uso concomitante de ibuprofeno e tacrolimo pode aumentar o risco de nefrotoxicidade devido à redução da síntese renal de prostaglandinas.,1,fonte2,automatica,0.65
spidufen,furosemida,"O uso concomitante com medicamentos diuréticos (como furosemida e tiazídicos), inibidores da enzima conversora de angiotensina (ECA), antagonistas da angiotensina II e betabloqueadores, principalmente em pacientes com comprometimento das funções renais, como os desidratados e os idosos com as funções renais comprometidas, pode resultar em deterioração das funções renais, podendo levar a uma possível insuficiência renal aguda, geralmente reversível.",2,fonte2,automatica,0.8
spidufen,ibuprofeno,"Interações farmacocinéticas O ibuprofeno pode aumentar os níveis plasmáticos de digoxina, fenitoína, lítio e metotrexato.",1,fonte2,automatica,0.65
spidufen,digoxina,"Interações farmacocinéticas O ibuprofeno pode aumentar os níveis plasmáticos de digoxina, fenitoína, lítio e metotrexato.",1,fonte2,automatica,0.65
spidufen,metotrexato,"Interações farmacocinéticas O ibuprofeno pode aumentar os níveis plasmáticos de digoxina, fenitoína, lítio e metotrexato.",1,fonte2,automatica,0.65
stilnox,varfarina,"Outros medicamentos Quando o zolpidem foi administrado junto com a varfarina, a , a ranitidina ou a , nenhuma interação farmacocinética foi observada.",0,fonte2,automatica,0.85
stilnox,ranitidina,"Outros medicamentos Quando o zolpidem foi administrado junto com a varfarina, a , a ranitidina ou a , nenhuma interação farmacocinética foi observada.",0,fonte2,automatica,0.85
tandrilax,paracetamol,"Interações medicamentosas relacionadas ao paracetamol Interação Medicamento-Medicamento Gravidade Moderada Medicamentos como a , diflunisal e em associação com o paracetamol apresentam risco de hepatotoxicidade e neutropenia, assim como a fenitoína também pode apresentar risco aumentado de hepatotoxicidade e diminuição de eficácia do paracetamol.",2,fonte2,automatica,0.8
tandrilax,varfarina,"A associação com varfarina pode causar risco de sangramento, assim como o acenocumarol pode ter seu efeito anticoagulante potencializado.",1,fonte2,automatica,0.65
tandrilax,acenocumarol,"A associação com varfarina pode causar risco de sangramento, assim como o acenocumarol pode ter seu efeito anticoagulante potencializado.",1,fonte2,automatica,0.65
taxotere,claritromicina,"Se o uso concomitante de um potente inibidor do CYP3A4 (por exemplo, cetoconazol, itraconazol, claritromicina, indinavir, nefazodona, nelfinavir, ritonavir, saquinavir, telitromicina e voriconazol) não pode ser evitado, é necessária uma supervisão médica rigorosa e ajuste de dose de Taxotere pode ser necessário durante o tratamento com o potente inibidor de CYP3A4.",1,fonte2,automatica,0.65
taxotere,cetoconazol,"Se o uso concomitante de um potente inibidor do CYP3A4 (por exemplo, cetoconazol, itraconazol, claritromicina, indinavir, nefazodona, nelfinavir, ritonavir, saquinavir, telitromicina e voriconazol) não pode ser evitado, é necessária uma supervisão médica rigorosa e ajuste de dose de Taxotere pode ser necessário durante o tratamento com o potente inibidor de CYP3A4.",1,fonte2,automatica,0.65
taxotere,itraconazol,"Se o uso concomitante de um potente inibidor do CYP3A4 (por exemplo, cetoconazol, itraconazol, claritromicina, indinavir, nefazodona, nelfinavir, ritonavir, saquinavir, telitromicina e voriconazol) não pode ser evitado, é necessária uma supervisão médica rigorosa e ajuste de dose de Taxotere pode ser necessário durante o tratamento com o potente inibidor de CYP3A4.",1,fonte2,automatica,0.65
tecnovorin,metotrexato,"No caso de administração intratecal de metotrexato como terapia local concomitantemente com ácido folínico, a presença do metabólito tetraidrofolato, que se difunde rapidamente no líquido cefalorraquidiano, pode reduzir o efeito antineoplásico do metotrexato.",1,fonte2,automatica,0.65
tobradex,aines,O uso concomitante de esteroides tópicos e AINEs (anti-inflamatórios não-esteroidais) tópicos pode aumentar o potencial de problemas de cicatrização da córnea.,1,fonte2,automatica,0.65
topamax,carbamazepina,A adição ou descontinuação da fenitoína ou da carbamazepina ao tratamento com Topamax poderá requerer um ajuste de dose deste último.,1,fonte2,automatica,0.65
topamax,digoxina,"Outras interações medicamentosas Digoxina: Quando o Topamax for associado ou descontinuado em pacientes submetidos a tratamento com a digoxina, recomenda-se atenção à monitoração rotineira e cuidadosa das concentrações no soro de digoxina.",1,fonte2,automatica,0.65
topamax,metformina,"Metformina: Quando Topamax é administrado ou retirado em pacientes tratados com metformina, deve-se dar atenção especial à monitorização rotineira para um controle adequado do Pioglitazona: Quando Topamax é associado ao tratamento com pioglitazona ou pioglitazona é associada ao tratamento com Topamax , deve-se dar atenção especial à monitorização rotineira dos pacientes para um controle adequado do diabetes.",1,fonte2,automatica,0.65
tracleer,glibenclamida,Glibenclamida (para a ) (uma vez que esta combinação pode aumentar o risco de efeitos colaterais);,1,fonte2,automatica,0.65
tracleer,fluconazol,Fluconazol (para ) (uma vez que este medicamento pode aumentar as concentrações de Tracleer no sangue);,1,fonte2,automatica,0.65
tracleer,rifampicina,Rifampicina (para a tuberculose) (uma vez que este medicamento pode reduzir a eficácia da Tracleer Medicamentos para o tratamento da infecção por HIV.,1,fonte2,automatica,0.65
trental,insulina,O efeito hipoglicemiante da insulina ou dos antidiabéticos orais pode ser potencializado (risco aumentado de hipoglicemia) com o uso concomitante de Trental solução injetável (pentoxifilina).,1,fonte2,automatica,0.65
tygacil,varfarina,"Caso Tygacil seja administrado com a varfarina, o tempo de protrombina ou outro teste de anticoagulação adequado deve ser monitorado.",1,fonte2,automatica,0.65
tylex,varfarina,"Compostos semelhantes à varfarina Para a maioria dos pacientes, o uso ocasional de paracetamol geralmente possui pequeno ou nenhum efeito no índice de normatização internacional (INR) em pacientes recebendo tratamento crônico com varfarina; no entanto, há controvérsia em relação à possibilidade de o paracetamol potencializar os efeitos da varfarina e outros derivados cumarínicos.",1,fonte2,automatica,0.65
tylex,paracetamol,"Compostos semelhantes à varfarina Para a maioria dos pacientes, o uso ocasional de paracetamol geralmente possui pequeno ou nenhum efeito no índice de normatização internacional (INR) em pacientes recebendo tratamento crônico com varfarina; no entanto, há controvérsia em relação à possibilidade de o paracetamol potencializar os efeitos da varfarina e outros derivados cumarínicos.",1,fonte2,automatica,0.65
ulcinax,cimetidina,"A Cimetidina pode potencializar os efeitos mielossupressores (por exemplo, neutropenia, agranulocitose) de agentes quimioterápicos como , epirubicina ou de terapias, como radiação.",1,fonte2,automatica,0.65
ultracet,tramadol,"A administração de tramadol pode aumentar o risco de convulsão em pacientes tomando inibidores da monoaminaoxidase (IMAOs), neurolépticos ou outros fármacos que reduzem o O risco de convulsões também pode aumentar em pacientes com , aqueles com histórico de convulsões ou em pacientes com risco reconhecido para convulsões [tais como trauma craniano, distúrbios metabólicos , abstinência de álcool ou drogas, infecções do Sistema Nervoso Central (SNC)].",1,fonte2,automatica,0.65
ultracet,tramadol,"Na superdose de tramadol, a administração de naloxona pode aumentar o risco de convulsão.",1,fonte2,automatica,0.65
ultracet,paracetamol,Risco aumentado de hepatotoxicidade (dano no fígado) com uso de álcool Alcoólatras crônicos podem estar sob risco aumentado de toxicidade hepática com o uso excessivo de paracetamol.,2,fonte2,automatica,0.8
uni cefalexin,contraceptivos,"A cefalexina pode reduzir os efeitos de anticoncepcionais orais, por essa razão recomenda-se o uso adicional de métodos contraceptivos alternativos.",1,fonte2,automatica,0.65
uni cefalexin,probenecida,A probenecida pode aumentar e prolongar a concentração da cefalexina no sangue.,1,fonte2,automatica,0.65
uni imiprax,cimetidina,"Cimetidina, metilfenidato O metilfenidato pode aumentar a concentração plasmática dos antidepressivos tricíclicos.",1,fonte2,automatica,0.65
uni imiprax,cimetidina,"A coadministração com antagonistas dos receptores H2 da histamina, cimetidina (inibidor de diversas enzimas P450, incluindo a CYP2D6 e CYP3A4), pode aumentar as concentrações plasmáticas de antidepressivos tricíclicos.",1,fonte2,automatica,0.65
unifenobarb,fenobarbital,Associações desaconselhadas Álcool: o efeito sedativo do fenobarbital é potencializado pelo álcool.,1,fonte2,automatica,0.65
unifenobarb,fenobarbital,"Associações que requerem precaução Medicamentos que provocam aumento dos níveis plasmáticos de fenobarbital com aumento dos seus efeitos colaterais, principalmente sedação: Ácido valpróico, valpromida (inibição do catabolismo hepático; efeito mais comum em crianças);",1,fonte2,automatica,0.65
unifenobarb,fenobarbital,"Neste caso recomenda-se monitorização clínico-laboratorial (nível plasmático do fenobarbital) e, se necessário, redução da dose de fenobarbital.",1,fonte2,automatica,0.65
unifenobarb,fenobarbital,"Deve-se assim, fazer novos ajustes posológicos. * Observações Nos pacientes sob anticoagulação oral deve-se realizar monitorização regular do tempo de protrombina (TP) durante e imediatamente após o final do tratamento com fenobarbital.",1,fonte2,automatica,0.65
unifenobarb,levotiroxina,"No caso da levotiroxina recomenda-se a monitorização dos níveis séricos de T3 e T4, para adequação da dose do hormônio;",1,fonte2,automatica,0.65
unigrip,varfarina,"Porém, há controvérsias em relação à possibilidade do paracetamol potencializar a ação anticoagulante da varfarina e de outros derivados cumarínicos.",1,fonte2,automatica,0.65
unigrip,paracetamol,"Porém, há controvérsias em relação à possibilidade do paracetamol potencializar a ação anticoagulante da varfarina e de outros derivados cumarínicos.",1,fonte2,automatica,0.65
unigrip,paracetamol,"Interações medicamento-exame laboratorial O paracetamol pode interferir nos sistemas de medida da glicemia em fitas reagentes, diminuindo em até 20% os valores médios de glicose.",1,fonte2,automatica,0.65
unigrip,paracetamol,"Advertências referente ao uso com álcool O consumo de álcool afeta negativamente a função hepática e pode aumentar o risco de toxicidade no fígado com o uso de produtos que contenham paracetamol, especialmente após overdose.",1,fonte2,automatica,0.65
unimedrol,diltiazem,"O uso com anticonvulsivantes ( ), anticolinérgicos (substâncias antagonistas da ação de fibras nervosas parassimpáticas que liberam acetilcolina), anticolinesterásicos (drogas que inibem a ação da enzima colinesterase), antidiabéticos, antieméticos, antifúngicos, antivirais (inibidores da HIV-protease), inibidor da aromatase (droga usada no tratamento do câncer de mama e ovário), bloqueadores dos canais de cálcio (diltiazem), contraceptivos orais (etinilestradiol, noretindrona), imunossupressores ( ), antibióticos da classe dos macrolídeos (troleandomicina), anti-inflamatórios não esteroidais (ácido acetilsalicílico) e agentes depletores de potássio (drogas que aumentam a perda de potássio, como por exemplo, ) pode aumentar ou diminuir a quantidade de succinato sódico de metilprednisolona no sangue, o que poderá resultar em alteração na posologia do medicamento, conforme critério médico.",1,fonte2,automatica,0.65
unimedrol,contraceptivos,"O uso com anticonvulsivantes ( ), anticolinérgicos (substâncias antagonistas da ação de fibras nervosas parassimpáticas que liberam acetilcolina), anticolinesterásicos (drogas que inibem a ação da enzima colinesterase), antidiabéticos, antieméticos, antifúngicos, antivirais (inibidores da HIV-protease), inibidor da aromatase (droga usada no tratamento do câncer de mama e ovário), bloqueadores dos canais de cálcio (diltiazem), contraceptivos orais (etinilestradiol, noretindrona), imunossupressores ( ), antibióticos da classe dos macrolídeos (troleandomicina), anti-inflamatórios não esteroidais (ácido acetilsalicílico) e agentes depletores de potássio (drogas que aumentam a perda de potássio, como por exemplo, ) pode aumentar ou diminuir a quantidade de succinato sódico de metilprednisolona no sangue, o que poderá resultar em alteração na posologia do medicamento, conforme critério médico.",1,fonte2,automatica,0.65
