medicamento,secao,texto,classe_sugerida,confianca_heuristica,medicamentos_detectados,score_prioridade,classe_manual
levetiracetam,INTERAÇÕES  MEDICAMENTOSAS,"O efeito do levetiracetam sobre o probenecida não foi estudado e o efeito de levetiracetam sobre outros medicamentos secretados ativamente, exemplo, AINEs, sulfonamidas e metotrexato é desconhecido. - Contraceptivos orais e outras interações farmacocinéticas Levetiracetam 1000 mg por dia não influenciou a farmacocinética dos contraceptivos orais (etinilestradiol e levonorgestrel); os parâmetros endócrinos (hormônio luteinizante e progesterona) não sofreram alteração.",-1,-1.0,probenecida; metotrexato; contraceptivos; aines,13.0,0
apixabana,INTERAÇÕES  MEDICAMENTOSAS,"Espera -se que substâncias ativas não consideradas inibidores potentes de ambos CYP3A4 e gpP (por exemplo: diltiazem, naproxeno, claritromicina, amiodarona, verapamil, quinidina) causem um aumento das concentrações plasmáticas de apixabana em menor grau.",-1,-1.0,claritromicina; diltiazem; verapamil; amiodarona,13.0,1
fluconazol,INTERAÇÕES MEDICAMENTOSAS,"Podem ser necessários ajustes da dose da carbamazepina dependendo de determinações da concentração/efeito. bloqueadores do canal de cálcio: determinados antagonistas de canal de cálcio di -hidropiridínicos (nifedipino, isradipino, anlodipino, verapamil e felodipino) são metabolizados pela CYP3A4.",-1,-1.0,carbamazepina; nifedipino; anlodipino; verapamil,13.0,1
pantoprazol sódico sesqui-hidratado,INTERAÇÕES MEDICAMENTOSAS,"Os estudos de interação com fármacos que também são metabolizados com estas vias, como a carbamazepina, diazepam, glibenclamida, nifedipino, fenitoína e um contraceptivo oral contendo levonorgestrel e etinilestradiol, não se observaram interações clínicas significativas.",-1,-1.0,diazepam; carbamazepina; glibenclamida; nifedipino,13.0,0
cloridrato de donepezila,INTERAÇÕES MEDICAMENTOSAS,"O metabolismo do cloridrato de donepezila não é alterado pela administração concomitante de digoxina, cimetidina, tioridazina, risperidona e sertralina.",-1,-1.0,sertralina; digoxina; risperidona; cimetidina,13.0,0
empagliflozina,ADVERTÊNC IAS E PRECAUÇÕES,"A farmacocinética da empagliflozina foi semelhante com e sem a coadministração de glimepirida, pioglitazona, sitagliptina, varfarina, verapamil, ramipril e sinvastatina em voluntários sadios e com ou sem coadministração de torasemida e hidroclorotiazida em pacientes com diabetes mellitus tipo 2.",-1,-1.0,varfarina; sinvastatina; hidroclorotiazida; verapamil,13.0,0
parecoxibe sódico,ADVERTÊNCIAS  E PRECAUÇÕES,"Os pacientes devem receber hidratação adequada e a necessidade de monitoração da função renal deve ser avaliada no início do tratamento concomitante e periodicamente desde então. - Diuréticos: estudos clínicos demonstraram que AINEs, em alguns pacientes, podem reduzir o efeito natriurético da furosemida e tiazídicos pela inibição da síntese renal de prostaglandinas. 9 - ciclosporina: devido a seu efeito sobre prostaglandinas renais, AINEs podem aumentar o risco de nefrotoxicidade com a ciclosporina. - metotrexato: foi conduzido um estudo de interação farmacocinética usando valdecoxibe e metotrexato e não foram encontradas interações clinicamente importantes.",-1,-1.0,ciclosporina; metotrexato; furosemida; aines,13.0,1
parecoxibe sódico,ADVERTÊNCIAS  E PRECAUÇÕES,"Foram também realizados estudos de interação entre valdecoxibe e glibenclamida (gliburida), contraceptivos orais (etinilestradiol/noretindrona), fenitoína, omeprazol e diazepam.",-1,-1.0,omeprazol; diazepam; glibenclamida; contraceptivos,13.0,0
besilato de levanlodipino,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Embora não tenham sido relatados casos de interações medicamentosas com o uso concomitante de levanlodipino com diuréticos tiazídicos, ácido acetilsalicílico, anti- inflamatórios não esteroidais, nitratos de uso prolongado, nitroglicerina sublingual, betabloqueadores, estatinas, inibidores da ECA (enzima conversora de Angiotensina), digoxina, varfarina, antibióticos ou hipoglicemiantes orais , as seguintes interações foram relatadas com o uso de anlodipino racêmico: • O uso concomitante de bloqueadores dos canais de cálcio e betabloqueadores (como por exemplo, atenolol, carvedilol , propranolol ) pode causar hipotensão grave ou prejudicar o desempenho cardíaco. • Podem ocorrer interações entre bloqueadores dos canais de cálcio e amiodarona.",-1,-1.0,varfarina; digoxina; anlodipino; amiodarona,13.0,1
sinvastatina,CONTRAINDICAÇÕES,"ADVERTÊNCIAS E PRECAUÇÕES, Gravide z e Lactação ); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazol, inibidores de protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja os itens 5.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,2
cloridrato de tansulosina,INTERAÇÕES MEDICAMENTOSAS,"In vitro, nem diazepam, propranolol, triclormetiazida, clormadinona, amitriptilina, diclofenaco, glibenclamida ou sinvastatina e varfarina modificam a fração livre d e tansulosina no plasma humano.",-1,-1.0,varfarina; sinvastatina; diazepam; glibenclamida,13.0,0
cloridrato de memantina,INTERAÇÕES MEDICAMENTOSAS,"Existe um relato de caso clínico publicado sobre um possível risco da combinação da memantina com a fenitoína. • Outras substâncias ativas como cimetidina, ranitidina, procaínamida, quinidina, quinina e nicotina, que utilizam o mesmo sistema de transporte renal de cátions que a amantadina, também poderão interagir com a memantina levando a um risco potencial de aumen to dos seus níveis séricos. • É possível que haja uma redução dos níveis séricos da hidroclorotiazida (HCT) quando esta, ou qualquer combinação contendo hidroclorotiazida, é administrada concomitantemente com a memantina. • Na experiência pós -comercialização foram notificados casos isolados de aumento da Relação Normalizada Internacional (RNI) em pacientes tratados concomitantemente com varfarina.",-1,-1.0,varfarina; hidroclorotiazida; cimetidina; ranitidina,13.0,1
cloridrato de tansulosina,INTERAÇÕES MEDICAMENTOSAS,"In vitro , nem diazepam, propranolol, triclormetiazi da, clormadinona, amitriptilina, diclofenaco, glibenclamida ou sinvastatina e varfarina modificam a fração livre de tansulosina no plasma humano.",-1,-1.0,varfarina; sinvastatina; diazepam; glibenclamida,13.0,0
cloridrato de donepezila,INTERAÇÕES MEDICAMENTOSAS,"O metabolismo do cloridrato de donepezila não é alterado pela administração concomitante de digoxina, cimetidina, tioridazina, risperidona e sertralina.",-1,-1.0,sertralina; digoxina; risperidona; cimetidina,13.0,0
cronobe complex,INTERAÇÕES MEDICAMENTOSAS,"Produtos contendo salicilatos, cloranfenicol, colchicina, isoniazida, aminoglicosídios, sulfametoxazol, metotrexato, eritromicina, anticonvulsionantes e suplementos de potássio, podem diminuir a absorção da vitamina B12. 7.",-1,-1.0,eritromicina; metotrexato; isoniazida; colchicina,13.0,1
cronobe complex im,INTERAÇÕES MEDICAMENTOSAS,"Produtos contendo salicilatos, cloranfenicol, colchicina, isoniazida, aminoglicosídios, sulfametoxazol, metotrexato, eritromicina, anticonvulsionantes e suplementos de potássio, podem diminuir a absorção da vitamina B12. 7.",-1,-1.0,eritromicina; metotrexato; isoniazida; colchicina,13.0,1
ativb,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Medicamentos como antibióticos (penicilina, cefalexina, ciprofloxacina , sulfasalazina , aminoglicosídeos ), metformina, óxido nitroso, inibidores da bomba de prótons , antagonistas de receptores H 2, colchicina, anti- inflamatórios não esteroidais ( AINEs ) (ibuprofeno, ácido aminossalicílico) diminuem a absorção de mecobalamina .",-1,-1.0,ibuprofeno; metformina; colchicina; aines,13.0,1
defb,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Medicamentos como antibióticos (penicilina, cefalexina, ciprofloxacina , sulfasalazina , aminoglicosídeos ), metformina, óxido nitroso, inibidores da bomba de prótons , antagonistas de receptores H 2, colchicina, anti- inflamatórios não esteroidais ( AINEs ) (ibuprofeno, ácido aminossalicílico) diminuem a absorção de mecobalamina .",-1,-1.0,ibuprofeno; metformina; colchicina; aines,13.0,1
mecobalamina,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Medicamentos como antibióticos (penicilina, cefalexina, ciprofloxacina , sulfasalazina , aminoglicosídeos ), metformina, óxido nitroso, inibidores da bomba de prótons , antagonistas de receptores H 2, colchicina, anti- inflamatórios não esteroidais ( AINEs ) (ibuprofeno, ácido aminossalicílico) diminuem a absorção de mecobalamina .",-1,-1.0,ibuprofeno; metformina; colchicina; aines,13.0,1
furoato de mometasona,INTERAÇÕES MEDICAMENTOSAS,"A coadministração de furoato de mometasona com fortes inibidores da CYP3A4 (por exemplo, produtos que contenham cetoconazol, itraconazol, claritromicina, ritonavir e cobicistat e) pode levar ao aumento da concentração plasmática dos corticosteroides e potencialmente aumentar o risco de efeitos colaterais sistêmicos dos corticosteroides.",-1,-1.0,claritromicina; cetoconazol; itraconazol; corticosteroides,13.0,1
dicloridrato de levocetirizina,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Não foram realizados estudos de interação com a levocetirizina (incluindo estudos com indutores da CYP 3A4); estudos realizados com o composto racêmico cetirizina demonstraram que não havia interações clinicamente relevantes com antipirina, pseudoefedrina, cimetidina, cetoconazol, eritromicina, azitromicina, glipizida e diazepam.",-1,-1.0,eritromicina; diazepam; cetoconazol; cimetidina,13.0,0
montelucaste de sódio dicloridrato de levocetirizina,INTERAÇÕES MEDICAMENTOSAS,"Levocetirizina Não há estudos de interação com a levocetirizina, e resultados de estudos demonstraram que não houve interações medicamentosas clinicamente relevantes com uso concomitante do composto racêmico de cetirizina com pseudoefedrina , antipirina , cimetidina, cetoconazol, eritromicina, azitromicina , glipizida e diazepam.",-1,-1.0,eritromicina; diazepam; cetoconazol; cimetidina,13.0,0
cloridrato de metformina,INTERAÇÕES MEDICAMENTOSAS,"A coadministração de metformina com: − Substratos/inibidores de OCT1 (como verapamil) podem reduzir a eficácia de metformina. − Indutores do OCT1 (como a rifampicina) podem aumentar a absorção gastrointestinal e a eficácia. − Substratos/inibidores de OCT2 (como cimetidina, dolutegravir, crizotinibe, olaparibe, daclatasvir, vandetanibe) podem diminui r a eliminação renal da metformina e assim levar a uma concentração aumentada de metformina no plasma.",-1,-1.0,metformina; rifampicina; verapamil; cimetidina,13.0,1
tacrolimo,ADVERTÊNCIAS E PRECAUÇÕES,"Uso com inibidores e indutores do CYP3A4 Quando substâncias com potencial de interação, particularmente, fortes inibidores do CYP3A4 (por exemplo: telaprevir, boceprevir, ritonavir, cetoconazol, voriconazol, itraconazol, telitromicina ou claritromicina) ou indutores do CYP3A4 (por exemplo: rifampicina, rifabutina), são combinadas com tacrolimo , as concentrações sanguíneas de tacrolimo devem ser monitoradas para ver se há necessidade de ajuste da dose, de modo a manter uma exposição semelhante de tacrolimo .",-1,-1.0,claritromicina; cetoconazol; itraconazol; rifampicina,13.0,
mesilato de imatinibe,ADVERTÊNCIAS E PRECAUÇÕES,"Tome cuidado ao utilizar mesilato de imatinibe com rifampicina ou outros indutores potentes de CYP3A4, cetoconazol ou outros inibidores potentes de CYP3A4, substratos de CYP3A4 com uma janela terapêutica estreita (por exemplo, ciclosporina ou pimozida) ou substratos de CYP2C9 com uma janela terapêutica estreita (por exemplo, varfarina e outros derivados cumarínicos) (vide “Interações medicamentosas”).",-1,-1.0,varfarina; ciclosporina; cetoconazol; rifampicina,13.0,
mesilato de imatinibe,INTERAÇÕES MEDICAMENTOSAS,"Outras interações que podem afetar a exposição ao mesilato de imatinibe ou outros medicamentos Medicamentos que podem aumentar as concentrações plasmáticas de imatinibe: As substâncias que inibem a atividade da isoenzima CYP3A4 do citocromo P450 (ex.: cetoconazol, itraconazol, eritromicina, claritromicina) poderiam diminuir o metabolismo e aumentar as concentrações de imatinibe.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
everolimo,CONTRAINDICAÇÕES,"Interação com fortes inibidores, indutores da CYP3A4 Não é recomendada a coadministração com fortes inibidores da CYP3A4 (por exemplo, cetoconazol, itraconazol, voriconazol, claritromicina, telitromicina, ritonavir) e indutores (por Página 25 de 41 Instituto de Tecnologia em Fármacos - Farmanguinhos | Fiocruz – Avenida Comandante Guaranys, 447 Jacarepaguá • Rio de Janeiro • RJ • Brasil • CEP 22775 -903 • Tel.: +55 (21) 3348 -5050 comunicacao.far@fiocruz.br • www.far.fiocruz.br DMG -FAR-PRO-EVE-002-2026 exemplo, rifampicina, rifabutina) a menos que os benefícios superem os possíveis riscos.",-1,-1.0,claritromicina; cetoconazol; itraconazol; rifampicina,13.0,
everolimo,INTERAÇÕES  MEDICAMENTOSAS,"Interações antecipadas a serem consideradas Interações que afetam o uso de everolimo - Indutores moderados de CYP3A4 Indutores da CYP3A4 podem aumentar o metabolismo de everolimo e reduzir os níveis sanguíneos de everolimo (por exemplo: erva de São João ( Hypericum perforatum ); anticonvulsivantes: carbamazepina, fenobarbital, fenitoína;medicamentos anti-HIV (por exemplo, efavirenz, nevirapina)). - Inibidores moderados de CYP3A4 Página 30 de 41 Instituto de Tecnologia em Fármacos - Farmanguinhos | Fiocruz – Avenida Comandante Guaranys, 447 Jacarepaguá • Rio de Janeiro • RJ • Brasil • CEP 22775 -903 • Tel.: +55 (21) 3348 -5050 comunicacao.far@fiocruz.br • www.far.fiocruz.br DMG -FAR-PRO-EVE-002-2026 Inibidores moderados do CYP3A4 e PgP podem elevar os níveis sanguíneos de everolimo (por exemplo, agentes antifúngicos : fluconazol; bloqueadores de canal de cálcio : nicardipino, diltiazem; inibidores de proteases: nelfinavir, indinavir, amprenavir). - Inibidores da PgP Inibidores da PgP podem diminuir o efluxo de everolimo das células intestinais e aumentar as concentrações sanguíneas de everolimo. - Substratos de CYP3A4 e CYP2D6 In vitro, o everolimo foi um inibidor competitivo da CYP3A4 e da CYP2D6, aumentando potencialmente as concentrações dos medicamentos eliminados por estas enzimas.",-1,-1.0,carbamazepina; fluconazol; fenobarbital; diltiazem,13.0,
dicloridrato de daclatasvir,INTERAÇÕES  MEDICAMENTOSAS,"Inibidores potentes de CYP3A4 (por exemplo: claritromicina, eritromicina, itraconazol, cetoconazol, ritonavir) podem aumentar os níveis plasmáticos dde dicloridrato de daclatasvir (ver Tabela 8). dicloridrato de daclatasvir também é um substrato do transportador glicoproteina - P (P-gp) e do transportador 1 de cátions orgânicos (OCT 1), porém a coadministração de agentes que modifiquem apenas as atividades de P -gp ou OCT1 (sem efeito concomitante sobre CYP3A4) tem pouca probabilidade de apresentar um efeito clinicamente expressivo sobre a exposição ao dicloridrato de daclatasvir.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
fluconazol,INTERAÇÕES MEDICAMENTOSAS,"Podem ser necessários ajustes da dose da carbamazepina dependendo de determin ações da concentração/efeito. bloqueadores do canal de cálcio: determinados antagonistas de canal de cálcio di -hidropiridínicos (nifedipino, isradipino, anlodipino, verapamil e felodipino) são metabolizados pela CYP3A4.",-1,-1.0,carbamazepina; nifedipino; anlodipino; verapamil,13.0,
cloridrato de donepezila,INTERAÇÕES MEDICAMENTOSAS,"O cloridrato de donepezila e seus metabólitos não i nibem o metabolismo da teofilina, varfarina, cimetidina, digoxina, tioridazina, risperidona e se rtralina em humanos.",-1,-1.0,varfarina; digoxina; risperidona; cimetidina,13.0,
cloridrato de donepezila,INTERAÇÕES MEDICAMENTOSAS,"O metabolismo do cloridrato de donepezila não é alterado pela admini stração concomitante de digoxina, cimetidina, tioridazina, risperidona e sertralina.",-1,-1.0,sertralina; digoxina; risperidona; cimetidina,13.0,
mesilato de imatinibe,INTERAÇÕES MEDICAMENTOSAS,"Outras interações que podem afetar a exposição ao mesilato de imatinibeou outros medicamentos Medicamentos que podem aumentar as concentrações plasmáticas de imatinibe: As substâncias que inibem a atividade da isoenzima CYP3A4 do citocromo P450 (ex.: cetoconazol, itraconazol, eritromicina, claritromicina) poderiam diminuir o metabolismo e aumentar as concentrações de imatinibe.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
carbamazepina,INTERAÇÕES MEDICAMENTOSAS,"Antipsicóticos: clozapina, haloperidol e bromperido l, olanzapina, quetiapina, risperidona, ziprasidona , aripiprazol, paliperidona.",-1,-1.0,haloperidol; risperidona; quetiapina; olanzapina,13.0,
carbamazepina,INTERAÇÕES MEDICAMENTOSAS,"Antipsicóticos: clozapina, haloperidol e bromperidol, olanzapina, quetiapina, risperidona, ziprasidona, aripiprazol, paliperi dona.",-1,-1.0,haloperidol; risperidona; quetiapina; olanzapina,13.0,
carbamazepina,INTERAÇÕES MEDICAMENTOSAS,"Antipsicóticos: clozapina, haloperidol e bromperidol, olanzapina, quetiapina, risperidona, ziprasidona, aripiprazol, paliperidona.",-1,-1.0,haloperidol; risperidona; quetiapina; olanzapina,13.0,
prednisona,INTERAÇÕES MEDICAMENTOSAS,"A coadministração de prednisona com inibidores potentes da CYP3A4 (por exemplo, produtos que contenham cetoconazol, itraconazol, claritromicina, ritonavir e cobicistate) pode levar ao aumento da concentração plasmática dos corticosteroides e possibilitar o aumento do risco de efeitos colaterais sistêmicos dos corticosteroides.",-1,-1.0,claritromicina; cetoconazol; itraconazol; corticosteroides,13.0,
mecobe,INTERAÇÕES MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS Antibióticos (penicilina, cefalexina, ciprofloxacina), metformina, óxido nitroso, colchicina e outros anti -inflamatórios não esteroidais – AINEs (ibuprofeno, ácido acetilsalicílico e sulfassalazina), diminuem a absorção dos análogos de vitamina B12 e induzem condição de má absorção reversível do micronutriente ao alterarem a função gastrointestinal.",-1,-1.0,ibuprofeno; metformina; colchicina; aines,13.0,
dicloridrato de daclatasvir,INTERAÇÕES MEDICAMENTOSAS,"Inibidores potentes de CYP3A4 (por exemplo: claritromicina, eritromicina, itraconazol, cetoconazol, ritonavir) podem aumentar os níveis plasmáticos dde dicloridrato de daclatasvir (ver Tabela 8). dicloridrato de daclatasvir também é um substrato do tran sportador glicoproteina - P (P-gp) e do transpo rtador 1 de cátions orgânicos (OCT 1), porém a coadministração de agentes que modifiquem apenas as atividades de P -gp ou OCT1 (sem efeito concomitante sobre CYP3A4) tem pouca probabilidade de apresentar um efeito clinicamente expressivo sobre a exposição a o dicloridrato de daclatasvir.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
levonorgestrel,INTERAÇÕES MEDICAMENTOSAS,"Medicamentos: barbitúricos, fenitoína, fenilbutazon a, rifampicina, griseofulvina, determinados antibióticos das classes de penicilâmicos, cefalosporinas e tetraciclinas (amoxicilina, ampicilina, oxacilina, penicilina G, penicilina G procaína, penicilina V, ticarcilina, ácido clavulâmico, cefaclor, cefadrox il, cefixime, ceftazidime, cefuroxime, tetraciclina, oxitetraciclina, cloxacilina, dicloxacilina, doxiciclina, eritromicina, limeciclina, tigeciclina ou minociclina), oxcarbazepina, carbamazepina, primidona, clobazam, antirretrovirais (delavirdina, efavire nz, nelfinavir, nevirapina, ritonavir), griseofulvina, goma guar, isotretinoína, micofenolato mofetil e aminoglutetimida.",-1,-1.0,amoxicilina; eritromicina; carbamazepina; rifampicina,13.0,
succinato sodico de hidrocortisona,INTERAÇÕES  MEDICAMENTOSAS,"INTERAÇÕES MEDICAMENTOSAS - Fenobarbital, fenitoína, rifampicina e efedrina: podem aumentar a depuração dos corticosteroides, reduzindo seus efeitos terapêuticos, podendo requerer um ajuste na dosagem do corticosteroide. - Troleandomicina e cetoconazol: podem inibir o metabolismo dos corticosteroides, ocasionando a diminuição da sua depuração.",-1,-1.0,cetoconazol; rifampicina; fenobarbital; corticosteroides,13.0,
mesilato de imatinibe,ADVERTÊNCIAS E PRECAUÇÕES,"Tome cuidado ao utilizar mesilato de imatinibe com rifampicina ou outros indutores potentes de CYP3A4, cetoconazol ou outros inibidores potentes de CYP3A4, substratos de CYP3A4 com uma janela terapêutica estreita (por exemplo, ciclosporina ou pimozida) ou substratos de CYP2C9 com uma janela terapêutica estreita (por exemplo, varfarina e outros cumarínicos) (vide “Interações medicamentosas”).",-1,-1.0,varfarina; ciclosporina; cetoconazol; rifampicina,13.0,
mesilato de imatinibe,INTERAÇÕES MEDICAMENTOSAS,"Outras interações que podem afetar a exposição ao mesilato de imatinibe ou outros medicamentos Medicamentos que podem aumentar as concentrações plasmáticas de imatinibe: As substâncias que inibem a atividade da isoenzima CYP3A4 do citocromo P450 (ex.: cetoconazol, itraconazol, eritromicina, claritromicina) poderiam diminuir o metabolismo e aumentar as concentrações de imatinibe.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
mesilato de imatinibe,ADVERTÊNCIAS E PRECAUÇÕES,"Tome cuidado ao utilizar mesilato de imatinibe com rifampicina ou outros indutores potentes de CYP3A4, cetoconazol ou outros inibidores potentes de CYP3A4, substratos de CYP3A4 com uma janela terapêutica estreita (por exemplo, ciclosporina ou pimozida) ou substratos de CYP2C9 com uma janela terapêutica estreita (por exemplo, varfarina e outros cumarínicos) (vide “Interações medicamentosas”).",-1,-1.0,varfarina; ciclosporina; cetoconazol; rifampicina,13.0,
mesilato de imatinibe,ADVERTÊNCIAS E PRECAUÇÕES,"Ou tras interações que podem afetar a exposição ao mesilato de imatinibe ou outros medicamentos M edicamentos que podem aumentar as concentrações plasmáticas de imatinibe: As substâncias que inibem a atividade da isoenzima CYP3A4 do citocromo P450 (ex.: cetoconazol, itraconazol, eritromicina, claritromicina) poderiam diminuir o metabolismo e aumentar as concentrações de imatinibe.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
cloridrato de metformina,INTERAÇÕES MEDICAMENTOSAS,"A coadministração de metformina com: - Substratos/inibidores de OCT1 (como verapamil) podem reduzir a eficácia de metformina. - Indutores do OCT1 (como a rifampicina) podem aumentar a absorção gastrointestinal e a eficácia. - Substratos/inibidores de OCT2 (como cimetidina, dolutegravir, crizotinibe, olaparibe, daclatasvir, vandetanibe) podem diminuir a eliminação renal da metformina e assim levar a uma concentração aumentada de metformina no plasma.",-1,-1.0,metformina; rifampicina; verapamil; cimetidina,13.0,
cloridrato de donepezila cloridrato de memantina,INTERAÇÕES MEDICAMENTOSAS,"O metabolismo do cloridrato de donepezila não é alterado pela administração concomitante de digoxina, cimetidina, tioridazina, risperidona e sertralina.",-1,-1.0,sertralina; digoxina; risperidona; cimetidina,13.0,
cloridrato de donepezila cloridrato de memantina,INTERAÇÕES MEDICAMENTOSAS,"Existe um relato de caso clínico publicado sobre um possível risco da combinação da memantina com a fenitoína. • Outras substâncias ativas como cimetidina, ranitidina, proca inamida, quinidina, quinina e nicotina, que utilizam o mesmo sistema de transporte renal de cátions que a amantadina, também poderão interagir com a memantina levando a um risco potencial de aumento dos seus níveis séricos. • É possível que haja uma redução dos níveis séricos da hidroclorotiazida (HCT) quando esta, ou qualquer combinação contendo hidroclorotiazida, é administrada concomitantemente com a memantina. • Na experiência pós -comercialização foram notificados casos isolados de aumento da relação normalizada internacional (RNI) em pacientes tratados concomitantemente com varfarina.",-1,-1.0,varfarina; hidroclorotiazida; cimetidina; ranitidina,13.0,
sinvastatina,CONTRAINDICAÇÕES,"ADVERTÊNCIAS E PRECAUÇÕES, Gravidez e Lactação); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja 5.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
sinvastatina,CONTRAINDICAÇÕES,"ADVERTÊNCIAS E PRECAUÇÕES, Gravidez e Lactação); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja 5.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
sinvastatina,CONTRAINDICAÇÕES,"ADVERTÊNCIAS E PRECAUÇÕES, Gravidez e Lactação); • Administração concomitante de inibidores potentes do CYP3A4 (por exemplo, itraconazol, cetoconazol, posaconazol, voriconazol, inibidores da protease do HIV, boceprevir, telaprevir, eritromicina, claritromicina, telitromicina, nefazodona e medicamentos contendo cobicistate) (veja os itens 5.",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
cloridrato de memantina,INTERAÇÕES MEDICAMENTOSAS,"Existe um relato de caso clínico publicad o sobre um possível risco da combinação da memantina com a fenitoína.  Outras substâncias ativas como cimetidina, ranitidina, procainamida, quinidina, quinina e nicotina, que utilizam o mesmo sistema de transporte renal de cátions que a amantadina, també m poderão interagir com a memantina levando a um risco potencial de aumento dos seus níveis séricos.  É possível que haja uma redução dos níveis séricos da hidroclorotiazida (HCT) quando esta, ou qualquer combinação contendo hidroclorotiazida, é adminis trada concomitantemente com a memantina.  Na experiência pós -comercialização foram notificados casos isolados de aumento da relação normalizada internacional (RNI) em pacientes tratados concomitantemente com varfarina.",-1,-1.0,varfarina; hidroclorotiazida; cimetidina; ranitidina,13.0,
divalproato de sódio,INTERAÇÕES  MEDICAMENTOSAS,"Deve -se considerar a diminuição da dose de amitriptilina/nortriptilina na presença de valproato. carbamazepina (CBZ)/carbamazepina -10,11 -epóxido (CBZ -E): os níveis séricos de CBZ diminuíram 17% enquanto que os de CBZ -E aumentaram em torno de 45% na coadministração de valproato e CBZ em pacientes epilépticos. clonazepam: o uso concomitante de ácido valproico e de clonazepam pode induzir estado de ausência em pacientes com história desse tipo de crises convulsivas. diazepam: o valproato desloca o diazepam de seus locais de ligação à albumina plasmática e inibe seu metabolismo.",-1,-1.0,diazepam; clonazepam; carbamazepina; valproico,13.0,
cloridrato de donepezila,INTERAÇÕES MEDICAMENTOSAS,"O metabolismo do cloridrato de donepezila não é alterado pela administração concomitante de digoxina, cimetidina, tioridazina, risperidona e sertralina.",-1,-1.0,sertralina; digoxina; risperidona; cimetidina,13.0,
bromidrato de citalopram,INTERAÇÕES MEDICAMENTOSAS,"O citalopram e desmetilcitalopram são insignificantes inibidores da CYP2C9, CYP2E1 e CYP3A4, e inibidores fracos da CYP1A2, CYP2C19 e CYP2D6 quando em comparação com outros ISRS estabelecidos como inibidores significantes. levomepromazina, digoxina, carbamazepina Nenhuma mudança ou apenas mudanças muito pequenas de pouca importância clínica foram observadas quando o citalopram foi dado com substratos CYP1A2 (clozapina e teofilina), CYP2C9 (varfarina), CYP2C19 (imipramina e mefenitoína), CYP2D6 (esparteína, imipramina, amitriptilina, a risperidona) e CYP3A4 (varfarina, carbamazepina (e seu metabólito carbamazepina epóxido) e triazolam.",-1,-1.0,varfarina; carbamazepina; digoxina; risperidona,13.0,
domperidona,CONTRAINDICAÇÕES,"A administração concomitante de domperidona com inibidores potentes do CYP3A4 que demonstraram causar um prolongamento do intervalo QT, tais como claritromicina, eritromicina, itraconazol, cetoconazol oral, posaconazol, ritonavir, saquinavir, telitromicina, telaprevir e voriconazol, é contraindicada (vide “Advertências e Precauções” e “Interações Medicamentosas”).",-1,-1.0,eritromicina; claritromicina; cetoconazol; itraconazol,13.0,
besilato de anlodipino,INTERAÇÕES MEDICAMENTOSAS,"Dados in vitro de estudos com plasma humano indicam que o anlodipino não afeta a ligação às proteínas dos fármacos testados (digoxina, fenitoína, varfarina ou indometacina). sinvastatina: a coadministração de múltiplas doses de 10 mg de anlodipino com 80 mg de sinvastatina resultou em um aumento de 77% na exposição à sinvastatina em comparação com a sinvastatina isolada.",-1,-1.0,varfarina; sinvastatina; digoxina; anlodipino,13.0,
besilato de anlodipino,INTERAÇÕES MEDICAMENTOSAS,"Inibidores fortes de CYP3A4 (por ex. cetoconazol, itraconazol, ritonavir) podem aumentar as concentrações plasmáticas do anlodipino por uma extensão superior ao diltiazem.",-1,-1.0,cetoconazol; itraconazol; anlodipino; diltiazem,13.0,
